"NCBI","name","skin_genus_prevalence","vagina_genus_prevalence","oralcavity_genus_prevalence","nasalcavity_genus_prevalence","stool_genus_prevalence"
"   1839","Nocardioides",0.0110497237569061,0,0,0,0
"   1573","Clavibacter",0.0110497237569061,0,0,0,0.00166406656266251
" 125287","Ornithinimicrobium",0.0110497237569061,0,0,0,0
" 316612","Methylibium",0.0110497237569061,0,0,0,0
" 136099","Knoellia",0.00828729281767956,0,0,0,0
" 106589","Cupriavidus",0.00828729281767956,0,0,0,0.00884035361414457
"     68","Lysobacter",0.00828729281767956,0,0,0,0
"1330546","Pluralibacter",0.00828729281767956,0,0,0,0.000416016640665627
" 219181","Ottowia",0.00828729281767956,0,0.156060606060606,0.0108695652173913,0.000104004160166407
"    780","Rickettsia",0.00828729281767956,0,0,0,0.000104004160166407
"  12916","Acidovorax",0.00828729281767956,0,0.00151515151515152,0,0.000208008320332813
" 577309","Paraprevotella",0.00828729281767956,0.0105263157894737,0.00454545454545455,0,0.3201248049922
"1905344","Ruthenibacterium",0.00828729281767956,0.0210526315789474,0.00151515151515152,0,0.83213728549142
" 946234","Flavonifractor",0.00828729281767956,0,0.00303030303030303,0,0.725845033801352
" 203133","Propionimicrobium",0.00828729281767956,0.0105263157894737,0,0,0.00031201248049922
" 156454","Anaeroglobus",0.00828729281767956,0.0105263157894737,0.127272727272727,0,0.00436817472698908
"1505663","Erysipelatoclostridium",0.00828729281767956,0,0,0,0.461986479459178
" 165697","Sphingopyxis",0.00828729281767956,0,0.00151515151515152,0,0.00031201248049922
"2759736","Lacticaseibacillus",0.00828729281767956,0,0.00151515151515152,0,0.0289131565262611
"  67575","Rheinheimera",0.00828729281767956,0,0,0,0
" 168808","Sneathia",0.00828729281767956,0.0631578947368421,0,0,0.00655226209048362
"   2050","Mobiluncus",0.00828729281767956,0.0315789473684211,0,0,0.00436817472698908
" 158846","Megamonas",0.00828729281767956,0,0.00757575757575758,0.0108695652173913,0.121372854914197
"   1637","Listeria",0.00828729281767956,0,0.00151515151515152,0,0
" 152053","Starkeya",0.00828729281767956,0,0,0,0
"    338","Xanthomonas",0.00828729281767956,0,0,0,0
"2803850","Mammaliicoccus",0.00828729281767956,0,0,0,0.00114404576183047
"  38501","Blastococcus",0.00828729281767956,0,0,0,0
" 186475","Kouleothrix",0.00828729281767956,0,0,0,0.00197607904316173
"    441","Gluconobacter",0.00828729281767956,0,0,0,0
"  44249","Paenibacillus",0.00828729281767956,0,0,0,0.00166406656266251
"2730923","Roseicella",0.00552486187845304,0,0,0,0
"    657","Photobacterium",0.00552486187845304,0,0,0,0
" 204474","Dichotomicrobium",0.00552486187845304,0,0,0,0
"   5052","Aspergillus",0.00552486187845304,0,0,0,0.000104004160166407
" 419014","Alloscardovia",0.00552486187845304,0.0105263157894737,0.0863636363636364,0,0.0300572022880915
"    830","Butyrivibrio",0.00552486187845304,0,0.0121212121212121,0,0.234321372854914
"   1883","Streptomyces",0.00552486187845304,0,0,0,0.00062402496099844
"1573534","Faecalitalea",0.00552486187845304,0,0,0,0.10535621424857
" 428711","Jonquetella",0.00552486187845304,0,0.00151515151515152,0.0108695652173913,0.00197607904316173
" 404432","Salinicola",0.00552486187845304,0,0,0,0
" 106591","Ensifer",0.00552486187845304,0,0,0,0.000104004160166407
"    434","Acetobacter",0.00552486187845304,0,0,0,0
"    270","Thermus",0.00552486187845304,0,0,0,0.000104004160166407
"  13075","Globicatella",0.00552486187845304,0,0,0,0.000104004160166407
"    357","Agrobacterium",0.00552486187845304,0,0.00151515151515152,0,0
" 318147","Paucibacter",0.00552486187845304,0,0,0,0
"1418588","Tersicoccus",0.00552486187845304,0,0,0,0
"2767323","Buchananella",0.00552486187845304,0,0,0,0
"   1835","Saccharopolyspora",0.00552486187845304,0,0,0,0
"  53460","Nakamurella",0.00552486187845304,0,0,0,0
"1484898","Methyloceanibacter",0.00552486187845304,0,0,0,0
" 106146","Pelistega",0.00552486187845304,0,0,0,0.000104004160166407
"  60919","Sanguibacter",0.00552486187845304,0,0,0,0
"1648508","Ciceribacter",0.00552486187845304,0,0,0,0
"   1860","Geodermatophilus",0.00552486187845304,0,0,0,0
"   4930","Saccharomyces",0.00552486187845304,0,0,0,0.0166406656266251
"1914234","Fimbriiglobus",0.00552486187845304,0,0,0,0
" 365532","Belnapia",0.00552486187845304,0,0,0,0
"  57494","Nesterenkonia",0.00552486187845304,0,0,0,0
" 150203","Blastomonas",0.00552486187845304,0,0,0,0
"  54298","Chroococcidiopsis",0.00276243093922652,0,0,0,0
"  32008","Burkholderia",0.00276243093922652,0.0315789473684211,0,0,0.000104004160166407
"1330547","Kosakonia",0.00276243093922652,0,0.00757575757575758,0,0.00343213728549142
"    904","Acidaminococcus",0.00276243093922652,0,0,0,0.127821112844514
" 511678","Aliivibrio",0.00276243093922652,0,0,0,0
"   2132","Spiroplasma",0.00276243093922652,0,0,0,0
" 111782","Tolypothrix",0.00276243093922652,0,0,0,0
" 308865","Elizabethkingia",0.00276243093922652,0,0,0.0108695652173913,0.00031201248049922
"  35823","Arthrospira",0.00276243093922652,0,0,0,0.000104004160166407
"   2172","Methanobrevibacter",0.00276243093922652,0,0.00303030303030303,0,0.373166926677067
" 644652","Gordonibacter",0.00276243093922652,0.0105263157894737,0,0,0.658554342173687
"  52225","Mitsuokella",0.00276243093922652,0,0.0257575757575758,0,0.101716068642746
" 240233","Aeriscardovia",0.00276243093922652,0,0.00303030303030303,0,0.193863754550182
"    583","Proteus",0.00276243093922652,0,0,0.0108695652173913,0.00655226209048362
"   2129","Ureaplasma",0.00276243093922652,0.315789473684211,0,0,0.00124804992199688
"2039302","Monoglobus",0.00276243093922652,0,0,0,0.194071762870515
"1432051","Eisenbergiella",0.00276243093922652,0,0.00151515151515152,0,0.298491939677587
"1649459","Hungatella",0.00276243093922652,0,0,0,0.199583983359334
"  28209","Chelatococcus",0.00276243093922652,0,0,0,0
"2055876","Metakosakonia",0.00276243093922652,0,0,0,0.000520020800832033
" 447792","Phytobacter",0.00276243093922652,0,0,0,0.00062402496099844
"2767358","Mycoplasmopsis",0.00276243093922652,0,0,0,0.000208008320332813
"    171","Leptospira",0.00276243093922652,0,0,0,0
"1934947","Immundisolibacter",0.00276243093922652,0,0.00151515151515152,0,0
" 133925","Olsenella",0.00276243093922652,0,0.0833333333333333,0,0.00582423296931877
"  43994","Johnsonella",0.00276243093922652,0,0.118181818181818,0,0
"  82202","Centipeda",0.00276243093922652,0,0.16969696969697,0,0
"2749846","Amedibacillus",0.00276243093922652,0,0,0,0.0409776391055642
"2767887","Ligilactobacillus",0.00276243093922652,0,0.0121212121212121,0,0.164222568902756
"2743582","Peptacetobacter",0.00276243093922652,0,0,0,0.0015600624024961
" 158483","Cedecea",0.00276243093922652,0,0,0,0.000104004160166407
"2707015","Amnimonas",0.00276243093922652,0,0,0,0
"2767881","Fructilactobacillus",0.00276243093922652,0,0,0,0.0107124284971399
"   5206","Cryptococcus",0.00276243093922652,0,0,0,0
"2782231","Kaistella",0.00276243093922652,0,0,0,0
"1073531","Mycolicibacter",0.00276243093922652,0,0,0,0
" 110932","Leifsonia",0.00276243093922652,0,0,0,0
"   1569","Sporosarcina",0.00276243093922652,0,0,0,0.00104004160166407
"  75309","Rhodanobacter",0.00276243093922652,0,0,0,0
"1920251","Antricoccus",0.00276243093922652,0,0,0,0
"2860205","Canicola",0.00276243093922652,0,0,0,0
" 745364","Luteipulveratus",0.00276243093922652,0,0,0,0
"   2013","Nocardiopsis",0.00276243093922652,0,0,0,0.000208008320332813
"2837508","Rossellomorea",0.00276243093922652,0,0,0,0.00280811232449298
"1445609","Hephaestia",0.00276243093922652,0,0,0,0
" 165696","Novosphingobium",0.00276243093922652,0,0,0,0
" 265976","Serinicoccus",0.00276243093922652,0,0,0,0
"2767886","Levilactobacillus",0.00276243093922652,0,0,0,0.00374414976599064
" 157920","Cellulosimicrobium",0.00276243093922652,0,0,0,0.000416016640665627
" 116071","Micropruina",0.00276243093922652,0,0,0,0
"    898","Desulfomicrobium",0.00276243093922652,0,0.0439393939393939,0,0.000208008320332813
"    581","Morganella",0.00276243093922652,0,0,0,0.00551222048881955
"   1253","Pediococcus",0.00276243093922652,0,0,0,0.0147685907436297
" 300418","Catellicoccus",0.00276243093922652,0,0,0,0
" 141948","Thermomonas",0.00276243093922652,0,0,0,0
" 154116","Georgenia",0.00276243093922652,0,0,0,0
"  84567","Pedobacter",0.00276243093922652,0,0,0,0.000104004160166407
"1826864","Candidatus Nitrosocosmicus",0.00276243093922652,0,0,0,0
"  34098","Blattabacterium",0.00276243093922652,0,0,0,0
" 162291","Planomicrobium",0.00276243093922652,0,0,0,0
" 110934","Agreia",0.00276243093922652,0,0,0,0
" 688241","Chlorogloea",0.00276243093922652,0,0,0,0
"1433995","Cruoricaptor",0.00276243093922652,0,0,0,0
"  44471","Microcoleus",0.00276243093922652,0,0,0,0
" 241421","Crinalium",0.00276243093922652,0,0,0,0
"2886347","Allocoleopsis",0.00276243093922652,0,0,0,0
" 290425","Advenella",0.00276243093922652,0,0,0,0
"   1158","Oscillatoria",0.00276243093922652,0,0,0,0
"  69578","Cryobacterium",0.00276243093922652,0,0,0,0
"   1817","Nocardia",0.00276243093922652,0,0,0,0
" 295418","Rubellimicrobium",0.00276243093922652,0,0,0,0
" 332100","Planifilum",0.00276243093922652,0,0,0,0
"    517","Bordetella",0.00276243093922652,0,0,0,0.000104004160166407
"    507","Alcaligenes",0.00276243093922652,0,0,0,0.000208008320332813
"  41201","Ewingella",0.00276243093922652,0,0,0,0.000104004160166407
"   1647","Erysipelothrix",0.00276243093922652,0,0,0,0.00832033281331253
"    113","Gemmata",0.00276243093922652,0,0,0,0
"2675230","Cytobacillus",0.00276243093922652,0,0,0,0.000416016640665627
"  75654","Duganella",0.00276243093922652,0,0,0,0
"    237","Flavobacterium",0.00276243093922652,0,0,0,0.000208008320332813
" 697279","Bavariicoccus",0.00276243093922652,0,0,0,0.000208008320332813
"  55080","Brevibacillus",0.00276243093922652,0,0,0,0.00062402496099844
"1565532","Rouxiella",0.00276243093922652,0,0,0,0
"2055880","Pseudescherichia",0.00276243093922652,0,0,0,0.000208008320332813
"  46913","Devosia",0.00276243093922652,0,0,0,0
"    191","Azospirillum",0.00276243093922652,0,0,0,0
" 413435","Solimonas",0.00276243093922652,0,0,0,0
"2895509","Metamycoplasma",0,0.0421052631578947,0,0,0.00114404576183047
"1348911","Coprobacter",0,0.0105263157894737,0.00303030303030303,0,0.439729589183567
" 574697","Butyricimonas",0,0.0105263157894737,0.00151515151515152,0,0.543109724388976
"  35832","Bilophila",0,0.0105263157894737,0,0,0.610296411856474
"1918598","Turicimonas",0,0.0105263157894737,0.00303030303030303,0,0.307228289131565
"1937664","Criibacterium",0,0.0105263157894737,0,0,0.00384815392615705
"    963","Herbaspirillum",0,0.0105263157894737,0,0,0
"2767888","Liquorilactobacillus",0,0.0105263157894737,0.00151515151515152,0,0.00031201248049922
"2755140","Pseudoleptotrichia",0,0,0.165151515151515,0,0
"    893","Desulfobulbus",0,0,0.101515151515152,0,0.000104004160166407
"1279384","Eggerthia",0,0,0.0848484848484849,0,0.00114404576183047
"2847313","Tractidigestivibacter",0,0,0.046969696969697,0,0.315756630265211
" 113286","Pseudoramibacter",0,0,0.0348484848484849,0,0.000520020800832033
" 196082","Parascardovia",0,0,0.0272727272727273,0,0.00488819552782111
" 186829","Agitococcus",0,0,0.0136363636363636,0,0.000520020800832033
" 638847","Pyramidobacter",0,0,0.0136363636363636,0,0.0128965158606344
"1676651","Limnochorda",0,0,0.0121212121212121,0,0.00540821632865315
" 122277","Pectobacterium",0,0,0.00454545454545455,0,0.000104004160166407
"  51668","Tetragenococcus",0,0,0.00303030303030303,0,0.000208008320332813
" 519427","Sharpea",0,0,0.00151515151515152,0,0.071346853874155
"2719313","Enterocloster",0,0,0.00151515151515152,0,0.444201768070723
"1506553","Lachnoclostridium",0,0,0.00151515151515152,0,0.260738429537181
"1472649","Dielma",0,0,0.00151515151515152,0,0.148517940717629
"1392389","Intestinimonas",0,0,0.00151515151515152,0,0.415080603224129
"2172004","Lawsonibacter",0,0,0.00151515151515152,0,0.647217888715549
"    662","Vibrio",0,0,0.00151515151515152,0,0.00104004160166407
" 204037","Dickeya",0,0,0.00151515151515152,0,0
"  89583","Gluconacetobacter",0,0,0.00151515151515152,0,0
"  99906","Alkalibacterium",0,0,0.00151515151515152,0,0
"1080709","Methanomassiliicoccus",0,0,0.00151515151515152,0,0.0178887155486219
"   1129","Synechococcus",0,0,0.00151515151515152,0,0
" 120961","Roseiflexus",0,0,0.00151515151515152,0,0
"1505657","Intestinibacter",0,0,0,0,0.51201248049922
"1472762","Enorma",0,0,0,0,0.42548101924077
"1924093","Anaeromassilibacillus",0,0,0,0,0.392511700468019
"  61170","Holdemania",0,0,0,0,0.351014040561622
" 191303","Turicibacter",0,0,0,0,0.313052522100884
"1501226","Romboutsia",0,0,0,0,0.297659906396256
" 244127","Anaerotruncus",0,0,0,0,0.293291731669267
"    872","Desulfovibrio",0,0,0,0,0.259074362974519
" 172900","Victivallis",0,0,0,0,0.165470618824753
"2719231","Lacrimispora",0,0,0,0,0.141757670306812
" 209879","Allisonella",0,0,0,0,0.141549661986479
"1017280","Pseudoflavonifractor",0,0,0,0,0.139573582943318
"1769710","Sellimonas",0,0,0,0,0.133125325013001
" 990721","Christensenella",0,0,0,0,0.122828913156526
" 100883","Coprobacillus",0,0,0,0,0.105668226729069
"2039240","Anaerotignum",0,0,0,0,0.086947477899116
"1506577","Tyzzerella",0,0,0,0,0.078523140925637
"  79603","Denitrobacterium",0,0,0,0,0.0749869994799792
"1892380","Harryflintia",0,0,0,0,0.0744669786791472
"   2316","Methanosphaera",0,0,0,0,0.0740509620384815
"    846","Oxalobacter",0,0,0,0,0.0688507540301612
"1924110","Massilimicrobiota",0,0,0,0,0.0681227249089964
"1635148","Sanguibacteroides",0,0,0,0,0.0578263130525221
"  13334","Anaerobiospirillum",0,0,0,0,0.0549141965678627
"  12967","Blastocystis",0,0,0,0,0.0539781591263651
" 508459","Cloacibacillus",0,0,0,0,0.046281851274051
"  29521","Brachyspira",0,0,0,0,0.0372334893395736
"1573536","Faecalicoccus",0,0,0,0,0.0346333853354134
"1470349","Candidatus Stoquefichus",0,0,0,0,0.0265210608424337
" 420345","Lactonifactor",0,0,0,0,0.0241289651586063
"   1266","Sarcina",0,0,0,0,0.0186167446697868
" 674963","Succinatimonas",0,0,0,0,0.0167446697867915
"    568","Hafnia",0,0,0,0,0.0165366614664587
" 580596","Butyricicoccus",0,0,0,0,0.0148725949037962
" 264995","Anaerofustis",0,0,0,0,0.0146645865834633
"  52784","Anaerofilum",0,0,0,0,0.00769630785231409
"1774128","Murimonas",0,0,0,0,0.00686427457098284
"1505652","Terrisporobacter",0,0,0,0,0.00665626625065003
"2767893","Lentilactobacillus",0,0,0,0,0.00436817472698908
" 413496","Cronobacter",0,0,0,0,0.00395215808632345
"2767880","Dellaglioa",0,0,0,0,0.00384815392615705
"2005359","Faecalicatena",0,0,0,0,0.00384815392615705
" 180162","Cetobacterium",0,0,0,0,0.00384815392615705
"1609627","Hydrogenibacillus",0,0,0,0,0.00353614144565783
"2767879","Companilactobacillus",0,0,0,0,0.00322412896515861
"   5758","Entamoeba",0,0,0,0,0.00301612064482579
"2321111","Aliarcobacter",0,0,0,0,0.00280811232449298
"1918540","Muribaculum",0,0,0,0,0.00270410816432657
"    702","Plesiomonas",0,0,0,0,0.00270410816432657
"2675229","Peribacillus",0,0,0,0,0.00270410816432657
" 248744","Marvinbryantia",0,0,0,0,0.00249609984399376
"1849828","Paeniclostridium",0,0,0,0,0.00239209568382735
"  28138","Rikenella",0,0,0,0,0.00218408736349454
"1649295","Franconibacter",0,0,0,0,0.00208008320332813
" 292632","Subdoligranulum",0,0,0,0,0.00197607904316173
"  55079","Aneurinibacillus",0,0,0,0,0.00187207488299532
"1870884","Clostridioides",0,0,0,0,0.00176807072282891
"   2038","Tropheryma",0,0,0,0,0.0015600624024961
"2675234","Alkalihalobacillus",0,0,0,0,0.0015600624024961
"    586","Providencia",0,0,0,0,0.00135205408216329
"1849822","Paraclostridium",0,0,0,0,0.00124804992199688
"  57479","Microvirgula",0,0,0,0,0.00104004160166407
" 114627","Alkaliphilus",0,0,0,0,0.00104004160166407
"2303321","Superficieibacter",0,0,0,0,0.000832033281331253
"2767884","Lapidilactobacillus",0,0,0,0,0.000832033281331253
"1504576","Pseudocitrobacter",0,0,0,0,0.000728029121164847
" 698776","Cellulosilyticum",0,0,0,0,0.00062402496099844
"  33969","Melissococcus",0,0,0,0,0.00062402496099844
" 129337","Geobacillus",0,0,0,0,0.00062402496099844
"  84406","Virgibacillus",0,0,0,0,0.00062402496099844
"    590","Salmonella",0,0,0,0,0.000520020800832033
" 156973","Dysgonomonas",0,0,0,0,0.000520020800832033
"   2737","Vagococcus",0,0,0,0,0.000520020800832033
"   2753","Synergistes",0,0,0,0,0.000520020800832033
"   2093","Mycoplasma",0,0,0,0,0.000520020800832033
"2923352","Mesomycoplasma",0,0,0,0,0.000520020800832033
"1291539","Candidatus Methanomethylophilus",0,0,0,0,0.000520020800832033
"   2260","Pyrococcus",0,0,0,0,0.000520020800832033
"1335631","Frischella",0,0,0,0,0.000520020800832033
" 400634","Lysinibacillus",0,0,0,0,0.000416016640665627
"   2147","Acholeplasma",0,0,0,0,0.000416016640665627
"  69965","Macrococcus",0,0,0,0,0.00031201248049922
" 588605","Robinsoniella",0,0,0,0,0.00031201248049922
" 492233","Thiohalorhabdus",0,0,0,0,0.00031201248049922
"   5658","Leishmania",0,0,0,0,0.00031201248049922
"1221880","Psychrobacillus",0,0,0,0,0.00031201248049922
"    629","Yersinia",0,0,0,0,0.000208008320332813
"2518495","Duncaniella",0,0,0,0,0.000208008320332813
"  55968","Leucobacter",0,0,0,0,0.000208008320332813
" 133193","Alkalilimnicola",0,0,0,0,0.000208008320332813
" 158876","Yokenella",0,0,0,0,0.000208008320332813
"2767889","Loigolactobacillus",0,0,0,0,0.000208008320332813
"  46254","Oenococcus",0,0,0,0,0.000208008320332813
" 157226","Jeotgalibacillus",0,0,0,0,0.000208008320332813
"    541","Zymomonas",0,0,0,0,0.000208008320332813
"1937007","Ileibacterium",0,0,0,0,0.000208008320332813
"2651279","Pradoshia",0,0,0,0,0.000208008320332813
"  53246","Pseudoalteromonas",0,0,0,0,0.000208008320332813
"  65551","Meiothermus",0,0,0,0,0.000208008320332813
"1193503","Gilliamella",0,0,0,0,0.000208008320332813
"  68287","Mesorhizobium",0,0,0,0,0.000208008320332813
" 648800","Solibacillus",0,0,0,0,0.000208008320332813
"  28263","Arcanobacterium",0,0,0,0,0.000104004160166407
" 582472","Wohlfahrtiimonas",0,0,0,0,0.000104004160166407
"2817139","Weizmannia",0,0,0,0,0.000104004160166407
"2767891","Schleiferilactobacillus",0,0,0,0,0.000104004160166407
" 653683","Anaerosporobacter",0,0,0,0,0.000104004160166407
"   1649","Kurthia",0,0,0,0,0.000104004160166407
"1649468","Melaminivora",0,0,0,0,0.000104004160166407
"  69278","Aquamicrobium",0,0,0,0,0.000104004160166407
"2678534","Corticimicrobacter",0,0,0,0,0.000104004160166407
"2823232","Allosphingosinicella",0,0,0,0,0.000104004160166407
"2678886","Pulveribacter",0,0,0,0,0.000104004160166407
" 158848","Moellerella",0,0,0,0,0.000104004160166407
"1912215","Acidipropionibacterium",0,0,0,0,0.000104004160166407
"2767890","Paucilactobacillus",0,0,0,0,0.000104004160166407
"2815774","Hornefia",0,0,0,0,0.000104004160166407
" 423604","Elusimicrobium",0,0,0,0,0.000104004160166407
" 248038","Mucispirillum",0,0,0,0,0.000104004160166407
"1926659","Mediterranea",0,0,0,0,0.000104004160166407
"  28100","Phyllobacterium",0,0,0,0,0.000104004160166407
" 263377","Salipiger",0,0,0,0,0.000104004160166407
"2837505","Margalitia",0,0,0,0,0.000104004160166407
"2893059","Alkalicoccobacillus",0,0,0,0,0.000104004160166407
"  82986","Tatumella",0,0,0,0,0.000104004160166407
" 257820","Kerstersia",0,0,0,0,0.000104004160166407
"  41707","Lawsonia",0,0,0,0,0.000104004160166407
" 142577","Prauserella",0,0,0,0,0.000104004160166407
"    635","Edwardsiella",0,0,0,0,0.000104004160166407
"1276290","Caldibacillus",0,0,0,0,0.000104004160166407
"1649298","Siccibacter",0,0,0,0,0.000104004160166407
"1960084","Rodentibacter",0,0,0,0,0.000104004160166407
"  84565","Sodalis",0,0,0,0,0.000104004160166407
